id, name, shortName, colorId, professor, eventType, groups, classroom, start, end, description, recurring, recurringType, recurringUntil, studyCode
532921,Komunikacijski sustavi,KS,0,Radić Joško,PREDAVANJE,,A104,2024-03-25T09:15,2024-03-25T12:00,ponedjeljak 25.3.2024. 9:15 - 12:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
532933,Komunikacijski sustavi,KS,0,Radić Joško,AUDITORNA_VJEZBA,,A104,2024-03-26T09:15,2024-03-26T11:00,utorak 26.3.2024. 9:15 - 11:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533029,Digitalna tehnika,DT,0,Čoko Duje,PREDAVANJE,,C501,2024-03-26T11:15,2024-03-26T14:00,utorak 26.3.2024. 11:15 - 14:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
537453,Digitalna tehnika,DT,0,Kvesić Julija,LABORATORIJSKA_VJEZBA,Grupa 2,B419,2024-03-26T18:30,2024-03-26T20:00,utorak 26.3.2024. 18:30 - 20:00 (2 sata),true,WEEKLY,do 7.6.2024.,512
532981,Multimedija,Multimedija,0,Russo Mladen,PREDAVANJE,,A302,2024-03-27T12:15,2024-03-27T14:00,srijeda 27.3.2024. 12:15 - 14:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
534622,Multimedija,Multimedija,0,Bašić Martina,LABORATORIJSKA_VJEZBA,,B526,2024-03-27T18:00,2024-03-27T19:30,srijeda 27.3.2024. 18:00 - 19:30 (2 sata),true,WEEKLY,do 7.6.2024.,512
533005,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-03-28T08:15,2024-03-28T10:00,četvrtak 28.3.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533053,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-03-28T10:15,2024-03-28T12:00,četvrtak 28.3.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
532934,Komunikacijski sustavi,KS,0,Radić Joško,AUDITORNA_VJEZBA,,A104,2024-04-02T09:15,2024-04-02T11:00,utorak 2.4.2024. 9:15 - 11:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533030,Digitalna tehnika,DT,0,Čoko Duje,PREDAVANJE,,C501,2024-04-02T11:15,2024-04-02T14:00,utorak 2.4.2024. 11:15 - 14:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
537454,Digitalna tehnika,DT,0,Kvesić Julija,LABORATORIJSKA_VJEZBA,Grupa 2,B419,2024-04-02T18:30,2024-04-02T20:00,utorak 2.4.2024. 18:30 - 20:00 (2 sata),true,WEEKLY,do 7.6.2024.,512
534611,Komunikacijski sustavi,KS,0,Babić Katarina,LABORATORIJSKA_VJEZBA,Grupa 1,A126 (TCR),2024-04-03T10:30,2024-04-03T12:00,srijeda 3.4.2024. 10:30 - 12:00 (2 sata),true,EVERY_TWO_WEEKS,do 7.6.2024.,512
532982,Multimedija,Multimedija,0,Russo Mladen,PREDAVANJE,,A302,2024-04-03T12:15,2024-04-03T14:00,srijeda 3.4.2024. 12:15 - 14:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
534623,Multimedija,Multimedija,0,Bašić Martina,LABORATORIJSKA_VJEZBA,,B526,2024-04-03T18:00,2024-04-03T19:30,srijeda 3.4.2024. 18:00 - 19:30 (2 sata),true,WEEKLY,do 7.6.2024.,512
533006,Programiranje za internet,PZI,0,Šerić Ljiljana,PREDAVANJE,,A106,2024-04-04T08:15,2024-04-04T10:00,četvrtak 4.4.2024. 8:15 - 10:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533054,Trgovačko pravo,TP,0,Ćesić Zlatko,PREDAVANJE,,A106,2024-04-04T10:15,2024-04-04T12:00,četvrtak 4.4.2024. 10:15 - 12:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
535300,Programiranje za internet,PZI,0,Radomiljac Andrej,LABORATORIJSKA_VJEZBA,,B526,2024-04-04T19:30,2024-04-04T21:00,četvrtak 4.4.2024. 19:30 - 21:00 (2 sata),true,EVERY_TWO_WEEKS,do 7.6.2024.,512
533041,Digitalna tehnika,DT,0,Pekić Vesna,AUDITORNA_VJEZBA,,C501,2024-04-05T13:15,2024-04-05T15:00,petak 5.4.2024. 13:15 - 15:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
532922,Komunikacijski sustavi,KS,0,Radić Joško,PREDAVANJE,,A104,2024-04-08T09:15,2024-04-08T12:00,ponedjeljak 8.4.2024. 9:15 - 12:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
532935,Komunikacijski sustavi,KS,0,Radić Joško,AUDITORNA_VJEZBA,,A104,2024-04-09T09:15,2024-04-09T11:00,utorak 9.4.2024. 9:15 - 11:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
533031,Digitalna tehnika,DT,0,Čoko Duje,PREDAVANJE,,C501,2024-04-09T11:15,2024-04-09T14:00,utorak 9.4.2024. 11:15 - 14:00 (3 sata),true,WEEKLY,do 9.6.2024.,512
532983,Multimedija,Multimedija,0,Russo Mladen,PREDAVANJE,,A302,2024-04-10T12:15,2024-04-10T14:00,srijeda 10.4.2024. 12:15 - 14:00 (2 sata),true,WEEKLY,do 9.6.2024.,512
